scenario,operationClass,sessionMemoryMode,gcStrategy,secondaryArtifacts,repetitions,repetitionIndex,openConcurrency,targetMiB,status,fileCount,entryCount,generationMs,firstOpenMs,exactAuthenticatedReopenMs,transcriptAheadReopenMs,repeatedLifecycleMs,firstOpenP95Ms,throughputMiBPerSecond,operationRssGrowthMiB,firstOpenRssGrowthMiB,lookupRssGrowthMiB,teardownRssGrowthMiB,maxRssMiB,phaseEvidenceJson,counterEvidenceJson,coldLookupP95Ms,warmLookupP95Ms,coldRangeReads,warmRangeReads,accountedMiB,reservedMiB,residentMiB,sidecarFileMiB,sidecarEnabled,coldRetirementActive,dictionaryArtifactEnabled,parentArtifactEnabled,gcRequests,bytesRead,bytesWritten,recordsParsed,indexWriteCalls,fsyncCount,failureCode,failureMessage
linear-resume,raw-cold-first-open,enabled,async,off,1,0,1,128,ok,1,512,41.977417,177.383333,,,,177.25066699999996,721.6010536908786,93.609375,93.609375,0.46875,94.421875,279.578125,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.02825,""cpuUserMicros"":30,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":123.861958,""cpuUserMicros"":133950,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":31.931875,""cpuUserMicros"":32809,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":1.238818,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.001792,""cpuUserMicros"":2,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.000917,""cpuUserMicros"":1,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.037375,""cpuUserMicros"":37,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.606833,""cpuUserMicros"":557,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.433834,""cpuUserMicros"":1416,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.518208,""cpuUserMicros"":2658,""cpuSystemMicros"":null}}","{""gcRequests"":27,""gcElapsedMs"":1.1554159999999998,""bytesRead"":201450875,""bytesWritten"":124961,""recordsParsed"":516,""lineAssemblyCopyCount"":2564,""lineAssemblyCopyBytes"":134675818,""indexWriteCalls"":1,""indexWriteBytes"":124283,""fsyncCount"":2,""fsyncElapsedMs"":0.602875}",0.675707999999986,0.07212499999991451,1,0,45.39968490600586,45.0625,0.5889825820922852,0.11994457244873047,true,true,false,false,27,201450875,124961,516,1,2,,
linear-resume,raw-cold-first-open,enabled,async,off,1,1,1,128,ok,1,512,46.599249999999984,181.849041,,,,181.70300000000003,703.8805335245073,86.9375,86.9375,0.875,88.171875,276.328125,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.032709,""cpuUserMicros"":34,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":121.242459,""cpuUserMicros"":130996.00000000001,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":38.249833,""cpuUserMicros"":32924,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":0.995834,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.001666,""cpuUserMicros"":1,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.000833,""cpuUserMicros"":0,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.032583,""cpuUserMicros"":32,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.616167,""cpuUserMicros"":563,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.311583,""cpuUserMicros"":1292,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.223916,""cpuUserMicros"":2426,""cpuSystemMicros"":null}}","{""gcRequests"":27,""gcElapsedMs"":1.049496,""bytesRead"":201450875,""bytesWritten"":124961,""recordsParsed"":516,""lineAssemblyCopyCount"":2564,""lineAssemblyCopyBytes"":134675818,""indexWriteCalls"":1,""indexWriteBytes"":124283,""fsyncCount"":2,""fsyncElapsedMs"":0.6118750000000001}",0.7393339999999853,0.06529199999999946,1,0,45.39968490600586,45.0625,0.5889825820922852,0.11994457244873047,true,true,false,false,27,201450875,124961,516,1,2,,
linear-resume,raw-cold-first-open,enabled,async,off,1,2,1,128,ok,1,512,65.04366700000003,179.43175000000002,,,,179.30275,713.3631589727012,96.3125,96.3125,0.984375,97.578125,284.21875,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.026875,""cpuUserMicros"":28,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":126.052584,""cpuUserMicros"":134695,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":30.537834,""cpuUserMicros"":31246,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":1.196294,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.002125,""cpuUserMicros"":3,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.001042,""cpuUserMicros"":2,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.03875,""cpuUserMicros"":39,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":3.08725,""cpuUserMicros"":606,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.401833,""cpuUserMicros"":1386,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.49325,""cpuUserMicros"":2636,""cpuSystemMicros"":null}}","{""gcRequests"":27,""gcElapsedMs"":1.1387529999999995,""bytesRead"":201450875,""bytesWritten"":124961,""recordsParsed"":516,""lineAssemblyCopyCount"":2564,""lineAssemblyCopyBytes"":134675818,""indexWriteCalls"":1,""indexWriteBytes"":124283,""fsyncCount"":2,""fsyncElapsedMs"":3.083042}",0.7797499999999218,0.06708400000002257,1,0,45.39968490600586,45.0625,0.5889825820922852,0.11994457244873047,true,true,false,false,27,201450875,124961,516,1,2,,
linear-resume,raw-cold-first-open,enabled,async,off,1,0,1,512,ok,1,2047,162.87991699999998,505.14625000000007,,,,505.01466700000003,1013.5678528742914,88.234375,88.234375,1.25,89.6875,332.40625,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.027083,""cpuUserMicros"":28,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":451.10525,""cpuUserMicros"":474305,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":31.822375,""cpuUserMicros"":32992,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":3.092401,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.002958,""cpuUserMicros"":3,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.001041,""cpuUserMicros"":1,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.047459,""cpuUserMicros"":47,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.699125,""cpuUserMicros"":653,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.591333,""cpuUserMicros"":1568,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.801542,""cpuUserMicros"":2794,""cpuSystemMicros"":null}}","{""gcRequests"":44,""gcElapsedMs"":1.887084,""bytesRead"":604482789,""bytesWritten"":503696,""recordsParsed"":2051,""lineAssemblyCopyCount"":10255,""lineAssemblyCopyBytes"":537330479,""indexWriteCalls"":2,""indexWriteBytes"":503013,""fsyncCount"":2,""fsyncElapsedMs"":0.69475}",0.9751669999999422,0.0643329999999196,1,0,45.40183448791504,45.0625,0.5911378860473633,0.48113536834716797,true,true,false,false,44,604482789,503696,2051,2,2,,
linear-resume,raw-cold-first-open,enabled,async,off,1,1,1,512,ok,1,2047,193.17933299999999,518.193292,,,,518.033833,988.0482976225017,88,88,0.828125,89.453125,336.0625,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.0275,""cpuUserMicros"":29,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":464.421791,""cpuUserMicros"":489422,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":31.484291,""cpuUserMicros"":32731,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":4.255843,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.002666,""cpuUserMicros"":3,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.000958,""cpuUserMicros"":0,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.044166,""cpuUserMicros"":44,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.746875,""cpuUserMicros"":685,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.527291,""cpuUserMicros"":1509,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.695875,""cpuUserMicros"":2612,""cpuSystemMicros"":null}}","{""gcRequests"":44,""gcElapsedMs"":2.095293,""bytesRead"":604482789,""bytesWritten"":503696,""recordsParsed"":2051,""lineAssemblyCopyCount"":10255,""lineAssemblyCopyBytes"":537330479,""indexWriteCalls"":2,""indexWriteBytes"":503013,""fsyncCount"":2,""fsyncElapsedMs"":0.7416670000000001}",0.9358330000000024,0.06499999999994088,1,0,45.40183448791504,45.0625,0.5911378860473633,0.48113536834716797,true,true,false,false,44,604482789,503696,2051,2,2,,
linear-resume,raw-cold-first-open,enabled,async,off,1,2,1,512,ok,1,2047,185.979958,512.2479579999999,,,,512.104,999.5159414573989,87.671875,87.671875,1.09375,89.09375,336.203125,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.029583,""cpuUserMicros"":31,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":458.369,""cpuUserMicros"":484066,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":31.636292,""cpuUserMicros"":32843,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":3.753163,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.003541,""cpuUserMicros"":3,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.000958,""cpuUserMicros"":2,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.031917,""cpuUserMicros"":33,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.651708,""cpuUserMicros"":590,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.41475,""cpuUserMicros"":1394,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.632958,""cpuUserMicros"":2657,""cpuSystemMicros"":null}}","{""gcRequests"":44,""gcElapsedMs"":2.1746259999999995,""bytesRead"":604482789,""bytesWritten"":503696,""recordsParsed"":2051,""lineAssemblyCopyCount"":10255,""lineAssemblyCopyBytes"":537330479,""indexWriteCalls"":2,""indexWriteBytes"":503013,""fsyncCount"":2,""fsyncElapsedMs"":0.646958}",0.9285830000000033,0.06683299999997416,1,0,45.40183448791504,45.0625,0.5911378860473633,0.48113536834716797,true,true,false,false,44,604482789,503696,2051,2,2,,
