scenario,operationClass,sessionMemoryMode,gcStrategy,secondaryArtifacts,repetitions,repetitionIndex,openConcurrency,targetMiB,status,fileCount,entryCount,generationMs,firstOpenMs,exactAuthenticatedReopenMs,transcriptAheadReopenMs,repeatedLifecycleMs,firstOpenP95Ms,throughputMiBPerSecond,operationRssGrowthMiB,firstOpenRssGrowthMiB,lookupRssGrowthMiB,teardownRssGrowthMiB,maxRssMiB,phaseEvidenceJson,counterEvidenceJson,coldLookupP95Ms,warmLookupP95Ms,coldRangeReads,warmRangeReads,accountedMiB,reservedMiB,residentMiB,sidecarFileMiB,sidecarEnabled,coldRetirementActive,dictionaryArtifactEnabled,parentArtifactEnabled,gcRequests,bytesRead,bytesWritten,recordsParsed,indexWriteCalls,fsyncCount,failureCode,failureMessage
subagent-tree,raw-cold-first-open,auto,pressure,off,1,0,1,512,ok,5,2050,152.649541,646.389459,,,,152.28425,792.092124757251,72.5,72.5,2.1875,74.921875,275.84375,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.037083,""cpuUserMicros"":38,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":104.256625,""cpuUserMicros"":124425,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":18.97975,""cpuUserMicros"":19504,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":1.183203,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.002042,""cpuUserMicros"":3,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.001,""cpuUserMicros"":2,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.033375,""cpuUserMicros"":34,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.859417,""cpuUserMicros"":593,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.153291,""cpuUserMicros"":1143,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.577959,""cpuUserMicros"":2807,""cpuSystemMicros"":null}}","{""gcRequests"":13,""gcElapsedMs"":57.376044,""bytesRead"":738694474,""bytesWritten"":500355,""recordsParsed"":2070,""lineAssemblyCopyCount"":10265,""lineAssemblyCopyBytes"":539160818,""indexWriteCalls"":5,""indexWriteBytes"":496970,""fsyncCount"":10,""fsyncElapsedMs"":3.937378}",0.7133339999998043,0.08658300000001873,5,0,226.00556564331055,225.3125,1.952244758605957,0.48103809356689453,true,true,false,false,13,738694474,500355,2070,5,10,,
subagent-tree,raw-cold-first-open,auto,pressure,off,1,1,1,512,ok,5,2050,152.727333,644.4187499999999,,,,152.03687499999995,794.5144364592123,71.75,71.75,2.59375,74.609375,275.40625,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.038542,""cpuUserMicros"":40,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":101.10475,""cpuUserMicros"":119220,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":19.793666,""cpuUserMicros"":20556,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":1.131797,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.0025,""cpuUserMicros"":2,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.001,""cpuUserMicros"":1,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.03875,""cpuUserMicros"":39,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.6811670000000001,""cpuUserMicros"":635,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.571417,""cpuUserMicros"":1555,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.736625,""cpuUserMicros"":3012,""cpuSystemMicros"":null}}","{""gcRequests"":13,""gcElapsedMs"":51.69842,""bytesRead"":738694474,""bytesWritten"":500355,""recordsParsed"":2070,""lineAssemblyCopyCount"":10265,""lineAssemblyCopyBytes"":539160818,""indexWriteCalls"":5,""indexWriteBytes"":496970,""fsyncCount"":10,""fsyncElapsedMs"":3.3907489999999996}",0.7361670000000231,0.05950000000007094,5,0,226.00556564331055,225.3125,1.952244758605957,0.48103809356689453,true,true,false,false,13,738694474,500355,2070,5,10,,
subagent-tree,raw-cold-first-open,auto,pressure,off,1,2,1,512,ok,5,2050,159.24154099999998,661.805959,,,,153.21945800000003,773.6406616429393,72.8125,72.8125,1.984375,75.015625,275.671875,"{""descriptorSecurityPreflight"":{""elapsedMs"":0.03275,""cpuUserMicros"":34,""cpuSystemMicros"":null},""semanticScan"":{""elapsedMs"":102.428459,""cpuUserMicros"":120358,""cpuSystemMicros"":null},""indexTailBuildScan"":{""elapsedMs"":20.409458,""cpuUserMicros"":20996,""cpuSystemMicros"":null},""indexSerializationWrite"":{""elapsedMs"":1.168128,""cpuUserMicros"":null,""cpuSystemMicros"":null},""dictionaryBuild"":{""elapsedMs"":0.002083,""cpuUserMicros"":2,""cpuSystemMicros"":null},""parentBuild"":{""elapsedMs"":0.000875,""cpuUserMicros"":2,""cpuSystemMicros"":null},""metadataDeltaPublication"":{""elapsedMs"":0.048709,""cpuUserMicros"":49,""cpuSystemMicros"":null},""fsync"":{""elapsedMs"":0.910041,""cpuUserMicros"":629,""cpuSystemMicros"":null},""commitPublicationClassification"":{""elapsedMs"":1.628541,""cpuUserMicros"":1587,""cpuSystemMicros"":null},""hotSuffixMaterialization"":{""elapsedMs"":4.644292,""cpuUserMicros"":2623,""cpuSystemMicros"":null}}","{""gcRequests"":13,""gcElapsedMs"":58.064792999999995,""bytesRead"":738694474,""bytesWritten"":500355,""recordsParsed"":2070,""lineAssemblyCopyCount"":10265,""lineAssemblyCopyBytes"":539160818,""indexWriteCalls"":5,""indexWriteBytes"":496970,""fsyncCount"":10,""fsyncElapsedMs"":3.817874}",0.6749170000000504,0.057542000000012195,5,0,226.00556564331055,225.3125,1.952244758605957,0.48103809356689453,true,true,false,false,13,738694474,500355,2070,5,10,,
