scenario,operationClass,sessionMemoryMode,gcStrategy,secondaryArtifacts,repetitions,repetitionIndex,openConcurrency,targetMiB,status,fileCount,entryCount,generationMs,firstOpenMs,exactAuthenticatedReopenMs,transcriptAheadReopenMs,repeatedLifecycleMs,firstOpenP95Ms,throughputMiBPerSecond,operationRssGrowthMiB,firstOpenRssGrowthMiB,lookupRssGrowthMiB,teardownRssGrowthMiB,maxRssMiB,phaseEvidenceJson,counterEvidenceJson,coldLookupP95Ms,warmLookupP95Ms,coldRangeReads,warmRangeReads,accountedMiB,reservedMiB,residentMiB,sidecarFileMiB,sidecarEnabled,coldRetirementActive,dictionaryArtifactEnabled,parentArtifactEnabled,gcRequests,bytesRead,bytesWritten,recordsParsed,indexWriteCalls,fsyncCount,failureCode,failureMessage
linear-resume,raw-cold-first-open,auto,pressure,off,1,1,1,32,ok,1,128,15.598957999999982,65.547417,,,,65.42870900000003,488.19620153758314,110.359375,110.359375,0.640625,111.328125,269.734375,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.20199999999999818,0.115791999999999,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,auto,pressure,off,1,2,1,32,ok,1,128,22.335500000000025,59.94537500000001,,,,59.826666999999986,533.8193313495827,109.71875,109.71875,0.359375,110.34375,268.78125,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.17608300000000554,0.0925420000000372,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,auto,pressure,off,1,0,1,64,ok,1,256,23.307542000000012,97.84795799999995,,,,97.721,654.0759900170838,229.953125,229.953125,0.28125,230.5,403.5625,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.2061249999999859,0.1219159999999988,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,auto,pressure,off,1,1,1,64,ok,1,256,27.915374999999983,94.99762500000003,,,,94.864375,673.7010530526419,245.828125,245.828125,0.78125,247.1875,405.0625,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.23587500000002137,0.12462499999998045,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,auto,pressure,off,1,2,1,64,ok,1,256,19.02237500000001,94.40712500000001,,,,94.29229199999997,677.914934916194,245.25,245.25,0.671875,246.859375,404.875,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.17837500000001683,0.09466699999995853,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,off,pressure,off,1,0,1,1,ok,1,4,1.4574579999999742,20.391458999999998,,,,20.253250000000037,49.040139795784114,25.484375,25.484375,1.109375,27.03125,148.203125,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.18062500000002046,0.10666600000001836,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,off,pressure,off,1,1,1,1,ok,1,4,1.442625000000021,17.765667000000008,,,,17.656833000000006,56.28834537988354,25.578125,25.578125,0.515625,26.34375,147.765625,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.20879100000001927,0.1278340000000071,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,off,pressure,off,1,2,1,1,ok,1,4,4.142750000000035,19.57212499999997,,,,19.446416999999997,51.09307241804359,24.90625,24.90625,1.125,26.453125,147.203125,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.1882919999999899,0.10787499999997863,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,off,pressure,off,1,0,1,4,ok,1,16,2.751125000000002,28.160167,,,,28.038583000000017,142.0446121644094,50.984375,50.984375,0.578125,52.09375,179.09375,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.16620799999998326,0.11720799999994824,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
linear-resume,raw-cold-first-open,off,pressure,off,1,1,1,4,ok,1,16,2.900624999999991,27.109000000000037,,,,26.981040999999948,147.5524733483343,51.4375,51.4375,0.78125,52.515625,180.09375,"{""descriptorSecurityPreflight"":null,""semanticScan"":null,""indexTailBuildScan"":null,""indexSerializationWrite"":null,""dictionaryBuild"":null,""parentBuild"":null,""metadataDeltaPublication"":null,""fsync"":null,""commitPublicationClassification"":null,""hotSuffixMaterialization"":null}","{""gcRequests"":0,""gcElapsedMs"":0,""bytesRead"":0,""bytesWritten"":0,""recordsParsed"":0,""lineAssemblyCopyCount"":0,""lineAssemblyCopyBytes"":0,""indexWriteCalls"":0,""indexWriteBytes"":0,""fsyncCount"":0,""fsyncElapsedMs"":0}",0.20195799999999053,0.10216599999995424,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,,
